nom_commercial,ar,quartier,etoiles,nb_chambres,lat,long
K+K HÔTEL CAYRÉ,7,Palais-Bourbon,4,125,48.855296,2.32551
LE SAINT HÔTEL PARIS,7,Palais-Bourbon,4,54,48.856554,2.330329
HÔTEL LE TOURVILLE,7,Palais-Bourbon,4,30,48.854213,2.307837
HÔTEL D'ORSAY,7,Palais-Bourbon,4,42,48.860422,2.323092
HÔTEL KENSINGTON,7,Palais-Bourbon,2,25,48.856539,2.302134
HÔTEL AMÉLIE,7,Palais-Bourbon,2,16,48.859305,2.307504
HÔTEL DE VARENNE,7,Palais-Bourbon,4,24,48.856988,2.317237
HÔTEL ACADÉMIE SAINT GERMAIN,7,Palais-Bourbon,4,33,48.855206,2.330769
HÔTEL DUC DE SAINT SIMON,7,Palais-Bourbon,4,34,48.856043,2.323658
HÔTEL DE L'EMPEREUR,7,Palais-Bourbon,3,31,48.856331,2.309534
HÔTEL EIFFEL TURENNE,7,Palais-Bourbon,3,34,48.854227,2.307562
LE DERBY ALMA,7,Palais-Bourbon,4,33,48.860434,2.300776
HÔTEL JULIANA,7,Palais-Bourbon,5,40,48.861823,2.304061
HÔTEL VERNEUIL SANT-GERMAIN,7,Palais-Bourbon,4,26,48.85734,2.331422
HÔTEL PONT-ROYAL,7,Palais-Bourbon,5,75,48.856639,2.327454
HÔTEL BERSOLYS,7,Palais-Bourbon,3,16,48.858227,2.330872
HÔTEL SAINT-DOMINIQUE,7,Palais-Bourbon,4,32,48.859875,2.308784
HÔTEL DE LA PAIX,7,Palais-Bourbon,3,23,48.856812,2.303041
HÔTEL LE WALT,7,Palais-Bourbon,4,25,48.854735,2.306569
HÔTEL LE NARCISSE BLANC & SPA,7,Palais-Bourbon,5,37,48.860541,2.310419
HÔTEL EIFFEL RIVE GAUCHE,7,Palais-Bourbon,3,29,48.857253,2.302606
HÔTEL DU QUAI VOLTAIRE,7,Palais-Bourbon,3,33,48.858802,2.331203
HÔTEL DE LILLE,7,Palais-Bourbon,4,15,48.858512,2.32991
HÔTEL LE PETIT CHOMEL,7,Palais-Bourbon,3,23,48.851959,2.325328
HÔTEL DE SUÈDE,7,Palais-Bourbon,3,39,48.852568,2.319182
LES JARDINS D'EIFFEL,7,Palais-Bourbon,3,81,48.859046,2.307449
HÔTEL RELAIS BOSQUET,7,Palais-Bourbon,3,40,48.856236,2.305204
HÔTEL DU PALAIS BOURBON,7,Palais-Bourbon,3,25,48.85651,2.31724
HÔTEL DE FRANCE INVALIDES,7,Palais-Bourbon,3,60,48.855589,2.309677
HÔTEL VANEAU SAINT-GERMAIN,7,Palais-Bourbon,3,39,48.848558,2.320383
HÔTEL DE L'UNIVERSITÉ,7,Palais-Bourbon,3,27,48.857011,2.329991
HÔTEL DE LA MOTTE PICQUET,7,Palais-Bourbon,3,16,48.855637,2.307203
HÔTEL DERBY EIFFEL,7,Palais-Bourbon,3,43,48.853646,2.307461
HÔTEL LE BRISTOL,8,Élysée,5,188,48.871647,2.314701
BUDDHA-BAR HÔTEL PARIS,8,Élysée,5,56,48.869492,2.320649
HÔTEL DE L'ARCADE,8,Élysée,3,48,48.871621,2.323493
HÔTEL HOLIDAY INN PARIS ÉLYSÉES,8,Élysée,4,43,48.873035,2.316043
HÔTEL LE VIGNON 8,8,Élysée,4,28,48.871699,2.326286
HÔTEL LE A,8,Élysée,4,26,48.872357,2.308877
HÔTEL BRADFORD ÉLYSÉES,8,Élysée,4,50,48.872886,2.308162
HÔTEL MASSÉNA,8,Élysée,3,36,48.871876,2.32605
HÔTEL FOUQUET'S BARRIÈRE,8,Élysée,5,81,48.871132,2.301181
HÔTEL CHAMPS ELYSÉES PLAZA,8,Élysée,5,35,48.873646,2.306252
LA MAISON CHAMPS ÉLYSÉES,8,Élysée,5,57,48.866563,2.309044
HÔTEL D'ALBION,8,Élysée,3,26,48.872903,2.316484
IDOL HÔTEL,8,Élysée,4,32,48.87947,2.320321
BEST WESTERN OPÉRA SAINT LAZARE,8,Élysée,4,81,48.879708,2.320975
HÔTEL BEST WESTERN PREMIER KAPITAL OPÉRA,8,Élysée,4,54,48.881378,2.323484
HÔTEL WARWICK PARIS,8,Élysée,4,149,48.872003,2.303188
HÔTEL LA SANGUINE,8,Élysée,2,29,48.870625,2.321982
HÔTEL CHAVANEL,8,Élysée,4,27,48.872174,2.326269
HÔTEL ROYAL MADELEINE,8,Élysée,4,68,48.872889,2.324059
BEST WESTERN FOLKESTONE OPÉRA,8,Élysée,3,46,48.872246,2.325044
HÔTEL PAVILLON DES LETTRES,8,Élysée,4,26,48.871377,2.318129
FOUR SEASONS HOTEL GEORGE V,8,Élysée,5,244,48.868599,2.3009
HÔTEL AMASTAN PARIS,8,Élysée,4,24,48.871712,2.312273
HÔTEL WALDORF MADELEINE PARIS,8,Élysée,4,45,48.871573,2.322458
RADISSON BLU HÔTEL CHAMPS ELYSÉES,8,Élysée,5,46,48.872013,2.296936
HÔTEL DE SERS,8,Élysée,5,52,48.868158,2.300391
HÔTEL AMARANTE BEAUMANOIR,8,Élysée,4,60,48.870994,2.323533
HÔTEL PLAZA ÉLYSÉES,8,Élysée,4,41,48.874675,2.305724
ROYAL OPÉRA,8,Élysée,3,30,48.872202,2.325219
HÔTEL CORDELIA,8,Élysée,3,30,48.873125,2.325265
HÔTEL QUEEN MARY,8,Élysée,3,35,48.873032,2.325207
HÔTEL HAUSSMANN SAINT AUGUSTIN,8,Élysée,3,34,48.873316,2.318156
EUROPE LIÈGE,8,Élysée,1,35,48.87999,2.326395
HÔTEL CLARIDGE,8,Élysée,4,42,48.868487,2.303748
HÔTEL LE MONNA LISA,8,Élysée,4,22,48.87151,2.30769
HÔTEL DE LA TRÉMOILLE,8,Élysée,5,93,48.866854,2.302743
HÔTEL EKTA,8,Élysée,3,25,48.871289,2.29812
HÔTEL ÉTOILE SAINT HONORÉ,8,Élysée,4,85,48.8756,2.30408
HÔTEL SPLENDIDE ROYAL,8,Élysée,5,12,48.870983,2.315397
HÔTEL ÉLYSÉES MERMOZ,8,Élysée,4,27,48.871532,2.312137
HÔTEL BELLEVUE,8,Élysée,2,39,48.875023,2.323917
HÔTEL DE VIGNY,8,Élysée,5,37,48.873581,2.300401
HÔTEL BEST WESTERN PARIS GARE SAINT LAZARE,8,Élysée,4,30,48.880334,2.319577
HÔTEL BEST WESTERN PREMIER OPÉRA OPAL,8,Élysée,4,33,48.872225,2.325844
HÔTEL ÉLYSÉES 8,8,Élysée,3,34,48.873075,2.318035
BEST WESTERN HÔTEL SYDNEY OPÉRA,8,Élysée,3,38,48.873384,2.32407
HÔTEL NEWTON OPÉRA,8,Élysée,3,31,48.871745,2.323589
HÔTEL MONTAIGNE,8,Élysée,5,27,48.865508,2.303852
L'HÔTEL DU COLLECTIONNEUR,8,Élysée,5,502,48.877309,2.306658
HÔTEL ROYAL GARDEN CHAMPS ELYSÉES,8,Élysée,4,54,48.875697,2.303796
HÔTEL AUGUSTIN,8,Élysée,3,57,48.875425,2.318298
HÔTEL PERSHING HALL,8,Élysée,5,26,48.869086,2.30222
HÔTEL CHARING CROSS,8,Élysée,3,31,48.874849,2.323749
HÔTEL OCÉANIC,8,Élysée,2,23,48.874995,2.322366
HYATT REGENCY PARIS MADELEINE,8,Élysée,5,86,48.8729,2.321518
HÔTEL DU ROND-POINT DES CHAMPS-ÉLYSÉES,8,Élysée,4,36,48.870395,2.31067
HÔTEL ASTOR SAINT-HONORÉ,8,Élysée,4,128,48.872837,2.319379
HÔTEL RELAIS MONCEAU,8,Élysée,4,51,48.880368,2.317327
HÔTEL NEW ORIENT,8,Élysée,3,30,48.880295,2.319696
HÔTEL BALZAC,8,Élysée,5,69,48.873343,2.300386
HÔTEL CERVANTES,8,Élysée,3,52,48.88099,2.323019
HÔTEL ATALA,8,Élysée,4,48,48.873405,2.302266
HÔTEL ROCHESTER CHAMPS ELYSÉES,8,Élysée,4,106,48.872317,2.309312
HÔTEL ALEXANDRINE  OPÉRA,8,Élysée,3,35,48.880057,2.326265
HÔTEL RENAISSANCE PARIS ARC DE TRIOMPHE,8,Élysée,5,118,48.877251,2.297625
LA VILLA HAUSSMANN,8,Élysée,4,43,48.875302,2.316706
HÔTEL PARK LANE PARIS,8,Élysée,4,48,48.87451,2.318777
HÔTEL CALIFORNIA,8,Élysée,4,172,48.872706,2.304808
HÔTEL LE PETIT MADELEINE,8,Élysée,3,23,48.873297,2.318041
HÔTEL WILSON OPÉRA,8,Élysée,3,30,48.877119,2.32211
HÔTEL SAN RÉGIS,8,Élysée,5,42,48.86646,2.308512
HÔTEL D'ARGENSON,8,Élysée,2,29,48.874995,2.316423
HÔTEL OPÉRA MARIGNY,8,Élysée,4,24,48.871724,2.323534
HÔTEL BEST WESTERN PREMIER OPÉRA DIAMOND,8,Élysée,5,72,48.875256,2.323369
HÔTEL CRISTAL CHAMPS ELYSÉES,8,Élysée,4,26,48.872633,2.302103
HÔTEL MATHIS ÉLYSÉES,8,Élysée,4,23,48.870067,2.311319
HÔTEL LORD BYRON,8,Élysée,3,30,48.873222,2.302321
ROYAL HÔTEL PARIS,8,Élysée,4,56,48.874107,2.300193
HÔTEL BEDFORD,8,Élysée,4,141,48.872118,2.323694
HÔTEL MAYFLOWER,8,Élysée,3,24,48.87314,2.302396
HÔTEL ARC ÉLYSÉES,8,Élysée,3,24,48.87422,2.304522
HÔTEL MARIGNAN PARIS,8,Élysée,5,50,48.868503,2.306474
HÔTEL LANCASTER,8,Élysée,5,56,48.872192,2.303546
HÔTEL MARQUIS FAUBOURG SAINT-HONORÉ,8,Élysée,5,15,48.869799,2.320837
HÔTEL CHÂTEAU FRONTENAC,8,Élysée,4,104,48.869048,2.302636
HÔTEL VERNET,8,Élysée,5,50,48.871974,2.297929
HOTEL LE 123 ELYSÉES,8,Élysée,4,41,48.873128,2.309727
ELYSÉES HÔTEL,8,Élysée,3,29,48.872043,2.308647
HÔTEL LE LAVOISIER,8,Élysée,4,30,48.873759,2.320194
HÔTEL CHAMPS ÉLYSÉE FRIEDLAND,8,Élysée,4,40,48.87511,2.304877
HÔTEL LA RÉSIDENCE DU ROY,8,Élysée,4,39,48.865733,2.308924
HÔTEL GALILEO,8,Élysée,3,27,48.871359,2.298222
HÔTEL PRINCE DE GALLES,8,Élysée,5,159,48.869106,2.300795
SOFITEL PARIS ARC DE TRIOMPHE,8,Élysée,5,124,48.874985,2.301334
HÔTEL LE COLISÉE,8,Élysée,3,45,48.870463,2.307712
HÔTEL INTERCONTINENTAL PARIS AVENUE MARCEAU,8,Élysée,5,56,48.870598,2.298018
HÔTEL FRANCOIS 1ER,8,Élysée,4,40,48.870204,2.29989
HÔTEL SOFITEL PARIS LE FAUBOURG,8,Élysée,5,147,48.868369,2.321425
HÔTEL LE MATHURIN,8,Élysée,4,54,48.873288,2.323937
HÔTEL LE MARIANNE,8,Élysée,4,31,48.872588,2.307587
BEST WESTERN PREMIER LE SWANN,8,Élysée,4,81,48.8798,2.320686
LA RÉSERVE PARIS,8,Élysée,5,40,48.869703,2.31326
HÔTEL DE CASTIGLIONE,8,Élysée,4,65,48.869173,2.320602
HÔTEL EXE PARIS CENTRE,8,Élysée,3,61,48.878423,2.326868
HÔTEL MERCURE PARIS OPÉRA GARNIER,8,Élysée,4,140,48.874877,2.326017
HÔTEL DU MINISTÈRE,8,Élysée,4,43,48.87137,2.319255
HÔTEL MADELEINE HAUSSMANN,8,Élysée,3,35,48.871764,2.323288
TIMHOTEL OPERA MADELEINE,8,Élysée,3,83,48.875353,2.32596
HÔTEL CHAMBIGES ÉLYSÉES,8,Élysée,4,34,48.866885,2.303848
HÔTEL WEST END,8,Élysée,4,49,48.86715,2.30386
HÔTEL DU PRINTEMPS,8,Élysée,3,64,48.874785,2.326636
HÔTEL PARIS MARRIOTT CHAMPS-ÉLYSÉES,8,Élysée,5,194,48.870852,2.304383
HÔTEL POWERS,8,Élysée,4,55,48.869136,2.303148
HÔTEL DELARC,8,Élysée,2,32,48.870537,2.307588
HÔTELLERIE PARIS SAINT HONORE,8,Élysée,2,20,48.872797,2.315782
NEW HOTEL SAINT LAZARE,8,Élysée,3,57,48.880191,2.326941
HÔTEL MADELEINE PLAZA,8,Élysée,4,49,48.871042,2.324773
LE ROYAL MONCEAU RAFFLES PARIS,8,Élysée,5,132,48.875711,2.300064
HÔTEL BERNE OPERA,8,Élysée,3,34,48.881901,2.322164
HÔTEL MONSIEUR,8,Élysée,4,31,48.873531,2.321631
HÔTEL AMARANTE CHAMPS ELYSÉES,8,Élysée,4,32,48.871801,2.298561
HÔTEL MELIA ROYAL ALMA,8,Élysée,4,62,48.865248,2.304476
HÔTEL PLAZA ATHÉNÉE,8,Élysée,5,208,48.866206,2.304414
HÔTEL NAPOLÉON,8,Élysée,5,102,48.874043,2.297558
HILTON PARIS OPERA,8,Élysée,4,266,48.875559,2.325348
HÔTEL ÉLYSÉES OPÉRA,8,Élysée,3,39,48.881458,2.324458
HÔTEL BEAUCHAMPS,8,Élysée,4,90,48.870857,2.30924
QUALITY HOTEL MALESHERBES,8,Élysée,3,24,48.875494,2.31971
HÔTEL LONDRES ET NEW YORK,8,Élysée,3,67,48.875321,2.326326
ATLANTIC HÔTEL,8,Élysée,3,81,48.878123,2.326353
HÔTEL ASTORIA OPÉRA,8,Élysée,3,86,48.881679,2.322921
L'OUEST HÔTEL,8,Élysée,3,50,48.875589,2.323351
PHILÉAS HÔTEL,9,Opéra,4,39,48.876874,2.326998
HÔTEL CORONA RODIER,9,Opéra,3,41,48.877487,2.342404
HÔTEL LIBERTEL MONTMARTRE OPÉRA,9,Opéra,3,52,48.882068,2.334598
HÔTEL MATTLÉ,9,Opéra,3,40,48.873635,2.344889
HÔTEL VICTORIA,9,Opéra,2,103,48.871875,2.343921
HÔTEL MOGADOR,9,Opéra,3,17,48.875155,2.335536
HÔTEL IBIS STYLES PARIS PIGALLE MONTMARTRE,9,Opéra,3,49,48.88128,2.337448
HÔTEL ROYAL BERGÈRE,9,Opéra,3,29,48.873445,2.343953
HÔTEL SAINT PÉTERSBOURG OPÉRA,9,Opéra,4,92,48.872146,2.328129
HÔTEL DU TRIANGLE D'OR,9,Opéra,3,47,48.870446,2.326819
HÔTEL IBIS PARIS GRANDS BOULEVARDS OPÉRA 9ÈME,9,Opéra,3,104,48.874395,2.342028
HÔTEL ACADIA OPÉRA,9,Opéra,3,36,48.873312,2.343693
HÔTEL 34B,9,Opéra,3,128,48.87268,2.343576
HÔTEL DU CALVADOS,9,Opéra,3,25,48.876706,2.32699
HÔTEL MONTHOLON,9,Opéra,3,19,48.876552,2.347094
HÔTEL BASILE,9,Opéra,3,27,48.87158,2.327075
HÔTEL IBIS STYLES PARIS LAFAYETTE OPÉRA,9,Opéra,3,42,48.872794,2.344936
HÔTEL EUGÈNE EN VILLE,9,Opéra,4,66,48.87503,2.341624
HÔTEL GÉRANDO,9,Opéra,2,43,48.882566,2.345855
HOTEL LE PIGALLE,9,Opéra,4,40,48.881617,2.337265
GRAND HÔTEL DE TURIN,9,Opéra,3,51,48.880589,2.339742
HÔTEL SECRET DE PARIS,9,Opéra,4,29,48.881331,2.328323
HÔTEL CHÂTEAUDUN OPERA,9,Opéra,3,26,48.876178,2.336913
VINTIMILLE HÔTEL,9,Opéra,2,40,48.882103,2.328618
HÔTEL LANGLOIS,9,Opéra,3,27,48.876813,2.33364
HÔTEL ROYAL MANSART,9,Opéra,2,32,48.882097,2.333498
HÔTEL PULITZER PARIS,9,Opéra,4,44,48.873259,2.342876
HÔTEL LE CARDINAL,9,Opéra,3,77,48.881098,2.32913
AUSTIN'S SAINT LAZARE HÔTEL,9,Opéra,3,36,48.87697,2.327002
HÔTEL RELAIS MADELEINE,9,Opéra,4,23,48.871021,2.326878
HÔTEL JOYCE,9,Opéra,3,44,48.87937,2.334161
LES PLUMES HÔTEL,9,Opéra,4,35,48.876605,2.34329
HÔTEL JOSÉPHINE,9,Opéra,4,41,48.88228,2.331771
HÔTEL GEORGE OPÉRA,9,Opéra,3,46,48.879525,2.336327
VILLA OPÉRA DROUOT,9,Opéra,4,29,48.873241,2.343553
HÔTEL LÉMAN OPÉRA,9,Opéra,3,24,48.873765,2.345362
GRAND PIGALLE HÔTEL,9,Opéra,4,37,48.880887,2.337542
INTERCONTINENTAL PARIS LE GRAND,9,Opéra,5,470,48.871497,2.330689
HÔTEL RONCERAY OPÉRA,9,Opéra,3,130,48.871929,2.342005
HÔTEL PAX OPÉRA,9,Opéra,3,48,48.87575,2.345437
HÔTEL MILLÉNNIUM PARIS OPÉRA,9,Opéra,4,163,48.872459,2.3378
GRAND HÔTEL DE NORMANDIE,9,Opéra,4,53,48.875943,2.326959
HÔTEL RIVIERA,9,Opéra,3,38,48.880277,2.345462
HÔTEL CARAVELLE,9,Opéra,3,31,48.88116,2.340136
HÔTEL IBIS STYLES PARIS CADET LAFAYETTE,9,Opéra,3,46,48.878255,2.347532
HÔTEL CLAUZEL,9,Opéra,2,38,48.878838,2.339703
HÔTEL VILLA BOHÈME,9,Opéra,3,24,48.88016,2.334266
HÔTEL ANTIN TRINITÉ PARIS,9,Opéra,3,48,48.874324,2.332048
HÔTEL BANKE,9,Opéra,5,93,48.873828,2.336218
GOLD HÔTEL,9,Opéra,3,28,48.883841,2.331555
HÔTEL INDIGO PARIS OPÉRA,9,Opéra,4,57,48.870437,2.329236
HÔTEL PALM OPÉRA,9,Opéra,3,38,48.877496,2.343451
HÔTEL CHOPIN,9,Opéra,2,36,48.871929,2.342005
WILLIAMS OPÉRA,9,Opéra,3,30,48.876872,2.34579
HÔTEL MONDIAL,9,Opéra,3,60,48.871922,2.344306
HÔTEL CORONA OPÉRA,9,Opéra,3,58,48.871784,2.344609
HÔTEL MERCURE PARIS OPÉRA LAFAYETTE,9,Opéra,4,40,48.87291,2.344965
HÔTEL MERCURE PARIS MONTY OPÉRA,9,Opéra,4,69,48.873028,2.344534
HÔTEL MONNIER,9,Opéra,2,34,48.87981,2.337339
HÔTEL VILLA MARGAUX,9,Opéra,3,31,48.880413,2.337432
HÔTEL DE SÈZE,9,Opéra,4,22,48.870537,2.32637
HÔTEL ASTRA OPÉRA,9,Opéra,4,82,48.871798,2.328094
GRAND HÔTEL DU HAVRE,9,Opéra,3,81,48.876582,2.326985
BEST WESTERN PREMIER OPÉRA FAUBOURG,9,Opéra,4,103,48.875381,2.34163
HÔTEL LORETTE,9,Opéra,3,84,48.878863,2.337127
HÔTEL TRINITÉ HAUSSMANN,9,Opéra,4,38,48.880022,2.334394
TIMHOTEL OPÉRA BLANCHE FONTAINE,9,Opéra,4,69,48.882683,2.333851
HÔTEL BRITTANY,9,Opéra,3,40,48.876805,2.338192
HÔTEL RICHMOND OPÉRA,9,Opéra,3,59,48.872028,2.334905
HÔTEL DIVA OPÉRA,9,Opéra,4,44,48.873269,2.345051
HÔTEL DE PARIS MAUBEUGE,9,Opéra,2,34,48.878724,2.345992
HÔTEL VILLA LA PARISIENNE,9,Opéra,3,28,48.87655,2.34016
HÔTEL AXEL OPÉRA,9,Opéra,3,40,48.873053,2.343594
THE CHESS HÔTEL,9,Opéra,4,50,48.87161,2.334943
HÔTEL SCRIBE,9,Opéra,5,213,48.870374,2.329871
HÔTEL JEFF,9,Opéra,2,27,48.873995,2.342647
HÔTEL MERCURE PARIS PIGALLE SACRE COEUR,9,Opéra,4,62,48.882393,2.336552
TIMHOTEL OPÉRA GRANDS MAGASINS,9,Opéra,4,19,48.879502,2.333524
HÔTEL OPÉRA D'ANTIN,9,Opéra,3,30,48.874235,2.332001
9HÔTEL OPÉRA,9,Opéra,3,48,48.876333,2.347143
HÔTEL EDEN OPERA LE SANCY,9,Opéra,3,36,48.879776,2.334019
HÔTEL PRINCE ALBERT OPÉRA,9,Opéra,2,33,48.874222,2.331077
VILLA ROYALE,9,Opéra,4,31,48.88216,2.336744
PAVILLON OPÉRA GRANDS BOULEVARDS,9,Opéra,3,31,48.873703,2.344148
HÔTEL HELIOS OPÉRA,9,Opéra,3,42,48.875211,2.332781
HÔTEL ARVOR,9,Opéra,4,30,48.878551,2.338422
HÔTEL D'ESPAGNE,9,Opéra,3,42,48.872019,2.344726
HÔTEL FRANCE ALBION,9,Opéra,2,35,48.877511,2.338314
HÔTEL PLAZA OPÉRA,9,Opéra,3,34,48.87667,2.341731
HÔTEL BEST WESTERN PREMIER OPÉRA LIÈGE,9,Opéra,5,50,48.879596,2.328056
ALIZÉ PARIS MONTMARTRE,9,Opéra,3,31,48.883802,2.32864
HÔTEL MONTEROSA,9,Opéra,3,36,48.879473,2.334229
HÔTEL OPÉRA CADET,9,Opéra,4,85,48.875417,2.343473
HÔTEL LES 3 POUSSINS,9,Opéra,3,40,48.879118,2.338241
HÔTEL OPÉRA FROCHOT,9,Opéra,3,24,48.881243,2.33767
NELL HÔTEL & SUITES,9,Opéra,4,17,48.874099,2.342556
HÔTEL TOUR D'AUVERGNE,9,Opéra,4,26,48.87891,2.344874
HÔTEL DE L'OCÉAN,9,Opéra,3,52,48.877174,2.345167
HÔTEL DU PRÉ,9,Opéra,3,40,48.877537,2.347102
HÔTEL CARLTON'S MONTMARTRE,9,Opéra,4,108,48.882024,2.340934
HÔTEL APOLLO OPÉRA,9,Opéra,3,29,48.882614,2.3327
SEROTEL SUITES HÔTEL,9,Opéra,4,10,48.876239,2.348353
